run_id,timestamp,user_id,task_type,agent_version,resolution_time_seconds,user_accepted,user_rating,abstained,error_occurred,lead_source,crm_stage,opportunity_value,workflow_stage,time_saved_minutes,prompt_version
RUN181,2026-02-06 16:09:17,USR124,follow_up,A,6.03,True,3,False,False,Partner Referral,SQL,107646,Deal Execution,9.6,v2.0
RUN182,2026-02-09 08:46:29,USR111,lead_summary,A,4.5,True,3,False,False,Inbound - Whitepaper,SAL,0,Pipeline Generation,11.1,v1.2
RUN183,2026-02-09 08:57:22,USR114,data_hygiene,A,3.1,True,5,False,False,Inbound - Demo Request,MQL,15772,Onboarding & Adoption,6.3,v2.0
RUN184,2026-02-09 09:24:55,USR107,lead_summary,A,4.28,True,5,False,False,Outbound - Cold,Negotiation,415364,Pipeline Generation,15.2,v2.0
RUN185,2026-02-09 10:42:05,USR118,risk_analysis,A,3.51,True,5,False,False,Inbound - Webinar,Closed Won,499167,Deal Execution,18.3,v1.2
RUN186,2026-02-09 12:05:54,USR122,lead_summary,A,4.25,True,3,False,False,Inbound - Whitepaper,SAL,0,Pipeline Generation,12.8,v2.0
RUN187,2026-02-09 14:46:10,USR115,risk_analysis,A,3.42,True,3,False,False,Inbound - Whitepaper,MQL,0,Deal Execution,10.6,v2.0
RUN188,2026-02-09 15:18:27,USR109,lead_summary,B,7.39,False,2,False,False,Outbound - Enterprise,SAL,0,Pipeline Generation,10.2,v2.0
RUN189,2026-02-09 15:22:19,USR126,follow_up,A,2.64,True,5,False,False,Event - Summit,MQL,0,Deal Execution,11.3,v2.0
RUN190,2026-02-09 15:42:33,USR101,follow_up,A,2.73,True,5,False,False,PLG - Free Trial,Discovery,111811,Deal Execution,7.7,v1.2
RUN191,2026-02-09 16:19:59,USR109,lead_summary,A,3.55,False,2,False,False,Inbound - Whitepaper,MQL,0,Pipeline Generation,15.9,v2.0
RUN192,2026-02-09 16:43:46,USR119,follow_up,B,4.79,False,3,False,False,Event - Summit,SQL,55537,Deal Execution,6.8,v2.0
RUN193,2026-02-09 16:49:08,USR103,lead_summary,B,3.63,True,5,False,False,Event - Workshop,Discovery,56021,Pipeline Generation,13.9,v1.2
RUN194,2026-02-09 17:44:01,USR105,lead_summary,A,2.82,True,4,False,False,Outbound - Enterprise,Technical Validation,199653,Pipeline Generation,8.7,v1.2
RUN195,2026-02-10 11:14:01,USR106,follow_up,B,6.56,False,2,False,False,Inbound - Demo Request,SQL,94568,Deal Execution,6.4,v2.0
RUN196,2026-02-10 13:37:35,USR127,risk_analysis,A,2.19,True,4,False,False,PLG - Free Trial,Value/Impact,167040,Deal Execution,20.0,v2.0
RUN197,2026-02-10 14:16:53,USR130,lead_summary,A,4.4,False,3,False,False,PLG - Free Trial,MQL,0,Pipeline Generation,15.2,v2.0
RUN198,2026-02-11 08:39:09,USR122,risk_analysis,A,4.43,True,5,False,False,Outbound - Enterprise,Closed Lost,0,Deal Execution,22.3,v2.0
RUN199,2026-02-11 09:29:26,USR129,risk_analysis,B,5.11,False,1,False,True,Event - Summit,SQL,120009,Deal Execution,24.5,v2.0
RUN200,2026-02-11 12:32:31,USR111,follow_up,B,6.11,True,5,False,False,Inbound - Website,MQL,0,Deal Execution,7.9,v1.2
RUN201,2026-02-11 15:58:08,USR121,lead_summary,A,3.86,True,5,False,False,PLG - Free Trial,Negotiation,419363,Pipeline Generation,8.4,v1.2
RUN202,2026-02-11 16:21:01,USR108,lead_summary,B,4.74,True,4,False,False,Partner Referral,SAL,0,Pipeline Generation,11.4,v1.2
RUN203,2026-02-11 17:24:30,USR106,lead_summary,A,3.23,True,3,False,False,Event - Workshop,SAL,0,Pipeline Generation,8.3,v2.0
RUN204,2026-02-12 08:48:51,USR129,risk_analysis,B,5.22,True,5,False,False,Outbound - Cold,MQL,40659,Deal Execution,12.8,v2.0
RUN205,2026-02-12 09:28:51,USR119,follow_up,A,2.92,True,5,False,False,Inbound - Demo Request,MQL,27530,Deal Execution,14.7,v1.2
RUN206,2026-02-12 11:25:07,USR113,lead_summary,A,3.73,True,5,False,False,PLG - Free Trial,Negotiation,299698,Pipeline Generation,11.6,v1.2
RUN207,2026-02-12 12:32:48,USR126,data_hygiene,B,6.95,True,5,False,False,Inbound - Whitepaper,Closed Won,200284,Onboarding & Adoption,9.8,v2.0
RUN208,2026-02-12 12:53:40,USR130,lead_summary,A,2.66,True,4,False,False,PLG - Free Trial,SAL,0,Pipeline Generation,18.9,v1.2
RUN209,2026-02-12 13:13:41,USR119,risk_analysis,A,2.01,False,3,True,False,Inbound - Whitepaper,MQL,0,Deal Execution,23.9,v2.0
RUN210,2026-02-12 16:06:03,USR113,risk_analysis,B,4.44,False,3,False,False,PLG - Free Trial,Technical Validation,49642,Deal Execution,12.6,v2.0
RUN211,2026-02-13 11:23:18,USR110,lead_summary,A,5.13,True,4,False,False,Outbound - Enterprise,MQL,0,Pipeline Generation,17.8,v2.0
RUN212,2026-02-13 11:31:14,USR114,lead_summary,B,5.81,True,5,False,False,Event - Workshop,Value/Impact,218227,Pipeline Generation,11.2,v2.0
RUN213,2026-02-13 14:17:48,USR128,risk_analysis,A,4.2,True,5,False,False,Inbound - Whitepaper,MQL,38213,Deal Execution,12.0,v2.0
RUN214,2026-02-13 15:39:52,USR127,follow_up,A,3.08,True,4,False,False,Inbound - Webinar,Closed Won,233781,Deal Execution,7.7,v1.2
RUN215,2026-02-13 16:05:37,USR109,follow_up,A,3.25,True,4,False,False,Partner Referral,SQL,52864,Deal Execution,13.4,v2.0
RUN216,2026-02-13 17:12:45,USR114,risk_analysis,A,2.96,True,4,False,False,Inbound - Website,Technical Validation,138386,Deal Execution,14.0,v1.2
RUN217,2026-02-13 17:15:37,USR123,follow_up,B,4.64,True,4,False,False,PLG - Free Trial,Value/Impact,210148,Deal Execution,12.1,v2.0
RUN218,2026-02-16 08:55:21,USR122,risk_analysis,A,2.67,True,4,False,False,PLG - Free Trial,SQL,36820,Deal Execution,10.1,v1.2
RUN219,2026-02-16 10:39:36,USR129,data_hygiene,B,4.39,True,5,False,False,Outbound - Enterprise,Negotiation,186916,Onboarding & Adoption,7.6,v2.0
RUN220,2026-02-16 16:28:57,USR121,risk_analysis,A,3.14,True,3,False,False,Event - Summit,Technical Validation,103363,Deal Execution,20.8,v2.0
